#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1403715298812143104,0.481446,-0.629637,1.07455,0.0572808,-0.791261,-0.194148,-0.577003,-0.0881641,-0.0361196,0.0777637,-0.00211151,0.0210484,0.0764805,-0.024519,0.168273,0.0557764
1403715298862142976,0.476352,-0.629597,1.0779,0.0653244,-0.796884,-0.187558,-0.570552,-0.110459,0.0387664,0.0695349,-0.00211344,0.0210473,0.0764817,-0.0254157,0.168635,0.0560938
1403715298912143104,0.470155,-0.62608,1.08142,0.077701,-0.803096,-0.179362,-0.562875,-0.130603,0.100103,0.0690929,-0.00211539,0.0210462,0.0764828,-0.0262642,0.16862,0.0563338
1403715298962142976,0.463352,-0.620057,1.08469,0.0911217,-0.80881,-0.172517,-0.554762,-0.135759,0.143211,0.0653483,-0.00211736,0.0210451,0.076484,-0.0271031,0.168219,0.0564724
1403715299012142848,0.456715,-0.611943,1.08827,0.101303,-0.812925,-0.169691,-0.54781,-0.128576,0.175714,0.0709595,-0.00211934,0.021044,0.0764852,-0.0279723,0.167463,0.0564956
1403715299062142976,0.450624,-0.602308,1.09196,0.110633,-0.815448,-0.169224,-0.542372,-0.113284,0.207074,0.0779164,-0.00212133,0.021043,0.0764864,-0.028905,0.166394,0.0564048
1403715299112143104,0.44565,-0.591472,1.09611,0.118158,-0.816374,-0.171514,-0.538661,-0.0849187,0.225981,0.0878886,-0.00212335,0.021042,0.0764877,-0.029932,0.165087,0.0562364
1403715299162142976,0.44205,-0.579603,1.10059,0.124864,-0.816422,-0.175084,-0.535919,-0.0598642,0.248232,0.0866241,-0.00212537,0.0210409,0.076489,-0.0310849,0.163641,0.0560431
1403715299212142848,0.43981,-0.566829,1.10495,0.131033,-0.81588,-0.180125,-0.533596,-0.0269569,0.261276,0.0829704,-0.0021274,0.0210399,0.0764905,-0.0323578,0.162151,0.0558891
1403715299262142976,0.439036,-0.553344,1.10897,0.137051,-0.815291,-0.186154,-0.530908,-0.00256716,0.277124,0.0766958,-0.00212943,0.0210388,0.076492,-0.0337303,0.160682,0.0558015
1403715299312143104,0.439781,-0.539297,1.11314,0.143641,-0.813628,-0.192794,-0.529345,0.0299756,0.281866,0.0796494,-0.00213147,0.0210377,0.0764936,-0.0351981,0.159279,0.0557769
1403715299362142976,0.442164,-0.524827,1.11717,0.15017,-0.81207,-0.20026,-0.52715,0.0683867,0.298369,0.0903742,-0.00213352,0.0210365,0.0764952,-0.0367494,0.157945,0.0558141
1403715299412143104,0.446434,-0.509706,1.12161,0.157331,-0.809747,-0.208143,-0.525578,0.10144,0.302291,0.0878135,-0.00213556,0.0210353,0.0764968,-0.0383688,0.156669,0.0558865
1403715299462142976,0.452661,-0.494247,1.12641,0.164423,-0.806771,-0.216889,-0.524447,0.143991,0.311809,0.0951891,-0.00213759,0.0210341,0.0764985,-0.0399981,0.155445,0.055997
1403715299512142848,0.46076,-0.478365,1.13157,0.172274,-0.802692,-0.225978,-0.524348,0.176391,0.32354,0.112631,-0.0021396,0.0210328,0.0765002,-0.0415496,0.15428,0.0561941
1403715299562142976,0.470106,-0.462137,1.13646,0.180141,-0.798338,-0.235852,-0.524003,0.203121,0.326675,0.0935568,-0.0021416,0.0210314,0.0765019,-0.0429568,0.153165,0.0565211
1403715299612143104,0.480743,-0.445627,1.14109,0.18781,-0.792956,-0.246102,-0.524768,0.223311,0.334706,0.0825953,-0.0021436,0.02103,0.0765037,-0.0441827,0.152086,0.0569965
1403715299662142976,0.492078,-0.428867,1.14478,0.196041,-0.788388,-0.256617,-0.523603,0.235784,0.336095,0.0669903,-0.0021456,0.0210286,0.0765055,-0.0452138,0.151052,0.0576525
1403715299712142848,0.504425,-0.412062,1.14818,0.205181,-0.783165,-0.266717,-0.522892,0.258434,0.338142,0.0591083,-0.00214762,0.0210271,0.0765073,-0.0460594,0.150081,0.058479
1403715299762142976,0.517843,-0.395223,1.15107,0.21294,-0.778621,-0.278518,-0.520417,0.274825,0.336849,0.0558831,-0.00214964,0.0210257,0.0765091,-0.0467458,0.149163,0.0594151
1403715299812143104,0.532039,-0.378531,1.15362,0.222388,-0.773137,-0.289594,-0.518592,0.291882,0.332867,0.042452,-0.00215166,0.0210242,0.0765108,-0.0472956,0.148274,0.0603704
1403715299862142976,0.546935,-0.362299,1.15491,0.23136,-0.768117,-0.301226,-0.515492,0.305745,0.316616,0.0251469,-0.00215368,0.0210227,0.0765126,-0.0477277,0.147398,0.0612879
1403715299912143104,0.562526,-0.346209,1.15639,0.239489,-0.762002,-0.313552,-0.513502,0.318824,0.324469,0.0314055,-0.00215568,0.0210212,0.0765143,-0.0480877,0.14654,0.0621401
1403715299962142976,0.578701,-0.330178,1.1577,0.247657,-0.75573,-0.325534,-0.511435,0.329922,0.313308,0.0174882,-0.00215767,0.0210196,0.0765161,-0.0484183,0.145727,0.0629291
1403715300012142848,0.595556,-0.314478,1.1586,0.254604,-0.750381,-0.336636,-0.508706,0.347029,0.312517,0.028318,-0.00215962,0.0210181,0.0765178,-0.0487583,0.144982,0.0636405
1403715300062142976,0.613202,-0.29895,1.16017,0.261148,-0.742882,-0.346344,-0.509876,0.356801,0.303229,0.0201637,-0.00216152,0.0210165,0.0765196,-0.0491191,0.144322,0.0642845
1403715300112143104,0.631364,-0.284236,1.16145,0.267399,-0.736106,-0.353943,-0.511243,0.369912,0.284528,0.018619,-0.00216334,0.0210149,0.0765214,-0.0494863,0.143787,0.0648961
1403715300162142976,0.649986,-0.270324,1.16249,0.269955,-0.729395,-0.362095,-0.513804,0.375411,0.268452,0.018888,-0.00216509,0.0210134,0.0765232,-0.0498394,0.143411,0.0654941
1403715300212142848,0.668841,-0.257005,1.16345,0.269517,-0.722862,-0.370576,-0.517208,0.375945,0.263276,0.0231853,-0.00216674,0.0210118,0.0765249,-0.0501527,0.143192,0.06607
1403715300262142976,0.687287,-0.244137,1.16463,0.270592,-0.716542,-0.376353,-0.521255,0.361386,0.251937,0.0252213,-0.0021683,0.0210101,0.0765266,-0.0503789,0.143085,0.0666075
1403715300312143104,0.704801,-0.231869,1.16571,0.27468,-0.712642,-0.378575,-0.522851,0.341061,0.237703,0.0217015,-0.00216977,0.0210085,0.0765282,-0.0504758,0.143011,0.0670806
1403715300362142976,0.721457,-0.22021,1.16691,0.279489,-0.709832,-0.378917,-0.523877,0.322902,0.229315,0.0278835,-0.00217116,0.0210069,0.0765297,-0.0504282,0.142904,0.0674498
1403715300412143104,0.737258,-0.20918,1.16851,0.284593,-0.708492,-0.378123,-0.523515,0.309565,0.210523,0.0359122,-0.00217247,0.0210052,0.0765311,-0.0502357,0.142738,0.0676875
1403715300462142976,0.752218,-0.199403,1.17005,0.288833,-0.707933,-0.37663,-0.523026,0.290103,0.182103,0.0370088,-0.00217372,0.0210036,0.0765325,-0.0499313,0.142496,0.0677694
1403715300512142848,0.766249,-0.190944,1.1718,0.29058,-0.707535,-0.376247,-0.522873,0.271468,0.156553,0.028475,-0.00217491,0.021002,0.0765339,-0.0495441,0.142203,0.0676934
1403715300562142976,0.779512,-0.183894,1.17327,0.292133,-0.708349,-0.375051,-0.521763,0.2607,0.123553,0.0236398,-0.00217603,0.0210004,0.0765352,-0.0491004,0.141896,0.0675037
1403715300612143104,0.792074,-0.178245,1.17459,0.292316,-0.709683,-0.37424,-0.520428,0.245891,0.0963578,0.0190794,-0.00217711,0.0209987,0.0765365,-0.0486305,0.141599,0.0672463
1403715300662142976,0.804137,-0.173998,1.17575,0.292165,-0.710907,-0.373242,-0.519559,0.236073,0.0735591,0.0276378,-0.00217813,0.0209971,0.0765377,-0.0481653,0.141323,0.0669369
1403715300712142848,0.815685,-0.171054,1.17711,0.292315,-0.71254,-0.371658,-0.518371,0.225741,0.0446978,0.0315245,-0.0021791,0.0209954,0.0765389,-0.0477227,0.141088,0.0666177
1403715300762142976,0.826688,-0.169632,1.17874,0.291895,-0.713424,-0.370029,-0.518558,0.216651,0.0125893,0.0317127,-0.00218001,0.0209937,0.07654,-0.0472977,0.140879,0.0663331
1403715300812143104,0.83726,-0.169601,1.18021,0.290411,-0.71345,-0.369222,-0.519928,0.210269,-0.00965916,0.0308629,-0.00218084,0.0209919,0.0765411,-0.0468455,0.140693,0.0661229
1403715300862142976,0.847512,-0.17076,1.18168,0.287555,-0.712915,-0.369303,-0.522187,0.199801,-0.0372906,0.0252567,-0.00218161,0.0209902,0.0765421,-0.0463123,0.140556,0.0660144
1403715300912143104,0.857112,-0.173265,1.18269,0.283741,-0.712317,-0.370091,-0.524526,0.183532,-0.0626488,0.0186219,-0.0021823,0.0209884,0.0765431,-0.0456456,0.140517,0.0660061
1403715300962142976,0.865986,-0.17699,1.18356,0.279991,-0.711733,-0.370902,-0.526757,0.169351,-0.0833385,0.0145959,-0.00218296,0.0209867,0.0765441,-0.0448174,0.14061,0.0660718
1403715301012142848,0.873991,-0.181618,1.18415,0.276931,-0.711283,-0.37133,-0.528677,0.149083,-0.097223,0.00797927,-0.00218358,0.0209849,0.076545,-0.0438233,0.140862,0.0661951
1403715301062142976,0.880935,-0.186996,1.18448,0.274098,-0.710399,-0.371454,-0.531249,0.130498,-0.118792,0.00755986,-0.00218417,0.0209832,0.0765458,-0.0426633,0.141271,0.0663522
1403715301112143104,0.88679,-0.193259,1.1849,0.271482,-0.708746,-0.371307,-0.53489,0.105328,-0.131829,0.00875273,-0.00218475,0.0209814,0.0765466,-0.0413558,0.141829,0.0665541
1403715301162142976,0.891344,-0.20008,1.18511,0.268602,-0.706741,-0.371702,-0.538709,0.0750917,-0.145048,0.00443436,-0.00218534,0.0209797,0.0765474,-0.0399584,0.14252,0.0668232
1403715301212142848,0.89437,-0.207885,1.18506,0.265576,-0.704588,-0.372136,-0.542715,0.0430673,-0.164452,-0.00187891,-0.00218593,0.020978,0.0765481,-0.0385269,0.143322,0.0672063
1403715301262142976,0.895537,-0.21642,1.18452,0.262687,-0.702919,-0.373144,-0.545586,0.00352578,-0.1741,-0.0158804,-0.00218652,0.0209762,0.0765487,-0.0371038,0.144189,0.0677091
1403715301312143104,0.894492,-0.225459,1.18345,0.260956,-0.701305,-0.373921,-0.547956,-0.0460041,-0.188394,-0.027768,-0.00218712,0.0209745,0.0765493,-0.0357426,0.145053,0.0682921
1403715301362142976,0.890989,-0.235235,1.1817,0.260154,-0.700599,-0.374171,-0.549069,-0.0945609,-0.202975,-0.0445388,-0.00218775,0.0209729,0.0765498,-0.0345184,0.145861,0.0689083
1403715301412143104,0.885132,-0.245546,1.17902,0.260279,-0.701215,-0.374135,-0.548248,-0.141042,-0.209977,-0.0587938,-0.00218839,0.0209713,0.0765502,-0.0334761,0.1466,0.0695067
1403715301462142976,0.877046,-0.256405,1.17555,0.263241,-0.703519,-0.372433,-0.545031,-0.182,-0.226886,-0.0831221,-0.00218901,0.0209697,0.0765506,-0.0326072,0.147255,0.0700364
1403715301512142848,0.867059,-0.26803,1.17091,0.266052,-0.708142,-0.370853,-0.53872,-0.216873,-0.240731,-0.106452,-0.00218961,0.0209682,0.0765509,-0.0318788,0.147789,0.0704276
1403715301562142976,0.855528,-0.280324,1.16525,0.267395,-0.713726,-0.369972,-0.53124,-0.242779,-0.251781,-0.114916,-0.00219021,0.0209668,0.0765512,-0.0312539,0.148187,0.0706194
1403715301612143104,0.842797,-0.293091,1.15927,0.267899,-0.719321,-0.369184,-0.523938,-0.261807,-0.260957,-0.124811,-0.0021908,0.0209653,0.0765514,-0.0307172,0.148408,0.0705711
1403715301662142976,0.829375,-0.306239,1.15304,0.268773,-0.723903,-0.367764,-0.518146,-0.273206,-0.266279,-0.121496,-0.00219138,0.0209639,0.0765515,-0.030255,0.148423,0.0702893
1403715301712142848,0.815691,-0.319915,1.14657,0.268303,-0.726754,-0.366925,-0.514983,-0.273069,-0.279847,-0.139634,-0.00219194,0.0209624,0.0765517,-0.0298439,0.148233,0.0698221
1403715301762142976,0.801937,-0.334114,1.1397,0.26631,-0.728169,-0.366833,-0.514084,-0.275227,-0.286964,-0.134033,-0.00219247,0.020961,0.0765519,-0.0294377,0.147879,0.0692267
1403715301812143104,0.788241,-0.348502,1.13321,0.263001,-0.727217,-0.367904,-0.516365,-0.275169,-0.289048,-0.131076,-0.00219295,0.0209595,0.0765522,-0.0289748,0.147402,0.0685698
1403715301862142976,0.774242,-0.362645,1.12675,0.259372,-0.726023,-0.36904,-0.519063,-0.285558,-0.279938,-0.125324,-0.00219341,0.020958,0.0765524,-0.0284196,0.146806,0.0679064
1403715301912143104,0.759704,-0.376633,1.12039,0.256261,-0.725541,-0.369657,-0.52084,-0.296004,-0.277859,-0.121907,-0.00219387,0.0209565,0.0765527,-0.0277898,0.146075,0.0672924
1403715301962142976,0.744585,-0.390504,1.11441,0.255392,-0.726351,-0.36888,-0.520688,-0.306138,-0.274314,-0.107507,-0.00219433,0.020955,0.076553,-0.0271323,0.145234,0.0667945
1403715302012142848,0.728954,-0.404031,1.10954,0.253261,-0.725994,-0.368888,-0.522219,-0.31995,-0.264541,-0.0869124,-0.00219479,0.0209535,0.0765533,-0.0264954,0.144339,0.0664851
1403715302062142976,0.712599,-0.417328,1.10504,0.251099,-0.725968,-0.368913,-0.523281,-0.334178,-0.263903,-0.0874329,-0.00219524,0.0209521,0.0765538,-0.0259136,0.143481,0.0664041
1403715302112143104,0.695581,-0.430329,1.10068,0.248771,-0.726835,-0.369173,-0.523006,-0.348768,-0.257092,-0.086146,-0.00219567,0.0209507,0.0765542,-0.0253993,0.142741,0.0665352
1403715302162142976,0.677678,-0.443082,1.09661,0.245648,-0.728585,-0.369814,-0.521592,-0.365909,-0.254328,-0.0734328,-0.00219607,0.0209494,0.0765547,-0.0249311,0.142184,0.0668118
1403715302212142848,0.659067,-0.45553,1.09309,0.242843,-0.730323,-0.369888,-0.520421,-0.381014,-0.242813,-0.0737653,-0.00219646,0.0209482,0.0765551,-0.0245091,0.141848,0.0671498
1403715302262142976,0.639803,-0.467136,1.08981,0.239818,-0.732579,-0.369894,-0.518646,-0.386319,-0.21648,-0.0513728,-0.00219686,0.020947,0.0765556,-0.0241549,0.141756,0.0674954
1403715302312143104,0.620225,-0.477539,1.08754,0.236527,-0.734014,-0.370096,-0.517984,-0.398028,-0.196972,-0.0364222,-0.00219724,0.0209458,0.0765561,-0.0238722,0.141897,0.0678141
1403715302362142976,0.600039,-0.48671,1.08618,0.233911,-0.735036,-0.369419,-0.518205,-0.407393,-0.172512,-0.0177013,-0.00219762,0.0209446,0.0765565,-0.0236456,0.142252,0.0681162
1403715302412143104,0.579207,-0.494671,1.08551,0.231826,-0.73545,-0.368525,-0.519191,-0.425052,-0.14668,-0.00847685,-0.00219801,0.0209435,0.076557,-0.0234677,0.142786,0.0684379
1403715302462142976,0.557742,-0.501491,1.08534,0.232621,-0.73657,-0.365581,-0.519329,-0.438796,-0.125923,0.000872141,-0.00219842,0.0209423,0.0765575,-0.0233268,0.143437,0.0687873
1403715302512142848,0.535393,-0.507207,1.08569,0.236418,-0.739041,-0.360704,-0.517511,-0.452055,-0.105055,0.00626815,-0.00219884,0.0209411,0.076558,-0.0231852,0.144145,0.069149
1403715302562142976,0.512752,-0.511963,1.08633,0.239249,-0.742016,-0.356495,-0.514863,-0.454422,-0.0854008,0.0144638,-0.00219927,0.02094,0.0765585,-0.0230044,0.144858,0.069473
1403715302612143104,0.489766,-0.516082,1.08693,0.242407,-0.744441,-0.352496,-0.512633,-0.464841,-0.0806391,0.00624203,-0.00219971,0.0209389,0.076559,-0.0227413,0.145561,0.0697082
1403715302662142976,0.466656,-0.519889,1.08744,0.243008,-0.746471,-0.350258,-0.510928,-0.457435,-0.071089,0.0105815,-0.00220016,0.0209378,0.0765595,-0.0223254,0.146262,0.0698026
1403715302712142848,0.443881,-0.523019,1.0877,0.245174,-0.748817,-0.347261,-0.5085,-0.452804,-0.0607368,0.00154167,-0.00220062,0.0209368,0.0765602,-0.0216958,0.146974,0.0697203
1403715302762142976,0.42153,-0.525706,1.08714,0.24586,-0.750961,-0.345579,-0.506147,-0.439001,-0.0488493,-0.0230494,-0.00220112,0.0209357,0.0765608,-0.0208439,0.147689,0.0694197
1403715302812143104,0.39986,-0.527858,1.08521,0.246187,-0.753816,-0.344442,-0.502507,-0.423105,-0.0384423,-0.0474714,-0.0022017,0.0209347,0.0765615,-0.0198149,0.148403,0.0688483
1403715302862142976,0.379358,-0.529256,1.08255,0.244839,-0.756205,-0.344854,-0.499283,-0.398535,-0.0208916,-0.0698719,-0.00220234,0.0209337,0.0765623,-0.0186787,0.149136,0.0679759
1403715302912143104,0.359781,-0.529525,1.07941,0.245218,-0.758015,-0.345937,-0.49559,-0.381166,0.00770868,-0.0568273,-0.00220307,0.0209326,0.0765631,-0.0175191,0.14989,0.0667895
1403715302962142976,0.341115,-0.52887,1.07657,0.246269,-0.75864,-0.348811,-0.492085,-0.359245,0.0198365,-0.0542956,-0.00220387,0.0209316,0.0765641,-0.0164108,0.150676,0.0653148
1403715303012142848,0.323655,-0.527246,1.07365,0.24734,-0.758123,-0.353744,-0.488813,-0.335968,0.0464998,-0.0616849,-0.00220475,0.0209304,0.0765651,-0.0154096,0.151492,0.0636059
1403715303062142976,0.307445,-0.524497,1.07057,0.250032,-0.756805,-0.359381,-0.48536,-0.310318,0.0622055,-0.0652675,-0.00220573,0.0209293,0.0765662,-0.0145802,0.152347,0.0617347
1403715303112143104,0.292546,-0.520565,1.06718,0.253291,-0.754251,-0.366994,-0.481938,-0.289067,0.0974973,-0.0675622,-0.00220681,0.020928,0.0765674,-0.0140096,0.153227,0.0597743
1403715303162142976,0.278828,-0.515106,1.06375,0.257388,-0.750092,-0.37596,-0.47934,-0.260463,0.123825,-0.0692186,-0.00220799,0.0209267,0.0765687,-0.0137785,0.154131,0.0578293
1403715303212142848,0.266194,-0.508117,1.06076,0.263265,-0.744119,-0.385577,-0.477818,-0.243322,0.151212,-0.0502395,-0.00220923,0.0209253,0.0765701,-0.0139342,0.155036,0.0560125
1403715303262142976,0.254575,-0.499702,1.05884,0.270891,-0.73567,-0.395508,-0.47852,-0.222098,0.183715,-0.030203,-0.00221052,0.0209238,0.0765716,-0.0144717,0.155924,0.0544294
1403715303312143104,0.243813,-0.490065,1.05724,0.278359,-0.725884,-0.406534,-0.479936,-0.208465,0.20334,-0.0300774,-0.00221183,0.0209222,0.0765731,-0.0153423,0.15681,0.0531769
1403715303362142976,0.233658,-0.479479,1.0557,0.285344,-0.715591,-0.418357,-0.481131,-0.204387,0.217502,-0.0325259,-0.00221314,0.0209206,0.0765748,-0.016472,0.157722,0.0523129
1403715303412143104,0.224055,-0.468272,1.05438,0.291999,-0.705559,-0.430044,-0.481649,-0.185107,0.230674,-0.0302004,-0.00221444,0.0209189,0.0765765,-0.0177701,0.158688,0.0518502
1403715303462142976,0.214417,-0.456308,1.0529,0.298371,-0.696372,-0.44172,-0.480546,-0.197151,0.250916,-0.0219963,-0.00221574,0.0209172,0.0765782,-0.019146,0.159718,0.0517675
1403715303512142848,0.20427,-0.443858,1.05119,0.305544,-0.688251,-0.452654,-0.477553,-0.202269,0.253899,-0.0282698,-0.00221705,0.0209155,0.0765799,-0.0205365,0.160787,0.0520364
1403715303562142976,0.19384,-0.430944,1.0499,0.311614,-0.679218,-0.463912,-0.475758,-0.217629,0.259736,-0.0311523,-0.00221836,0.0209137,0.0765816,-0.0219144,0.161837,0.052615
1403715303612143104,0.182683,-0.417659,1.04848,0.320966,-0.672157,-0.472945,-0.470647,-0.229421,0.272856,-0.0275123,-0.00221969,0.020912,0.0765833,-0.0232676,0.162789,0.0534808
1403715303662142976,0.171069,-0.403883,1.04746,0.331845,-0.664438,-0.480764,-0.466119,-0.234386,0.279863,-0.0193764,-0.00222101,0.0209102,0.076585,-0.0245855,0.163595,0.0545981
1403715303712142848,0.158953,-0.389992,1.04628,0.34212,-0.657326,-0.488705,-0.460483,-0.248497,0.277341,-0.0237646,-0.00222231,0.0209085,0.0765867,-0.0258554,0.164249,0.0559228
1403715303762142976,0.146416,-0.376324,1.04521,0.352843,-0.650054,-0.495948,-0.454938,-0.254497,0.271615,-0.0175215,-0.00222358,0.0209067,0.0765884,-0.02705,0.164772,0.0573949
1403715303812143104,0.133588,-0.362937,1.04407,0.362138,-0.642144,-0.503729,-0.450294,-0.259735,0.263902,-0.022116,-0.00222482,0.020905,0.0765901,-0.0281546,0.165172,0.0589624
1403715303862142976,0.120644,-0.35001,1.04311,0.372478,-0.634533,-0.509934,-0.44564,-0.258977,0.250353,-0.0237984,-0.002226,0.0209034,0.0765918,-0.0291602,0.165472,0.0605706
1403715303912143104,0.107712,-0.337853,1.0421,0.380961,-0.627843,-0.515488,-0.441535,-0.258732,0.239299,-0.0164248,-0.00222711,0.0209017,0.0765936,-0.0300484,0.165735,0.0621658
1403715303962142976,0.0952074,-0.32623,1.04111,0.387445,-0.622101,-0.520353,-0.438303,-0.246065,0.224361,-0.0247372,-0.00222815,0.0209001,0.0765953,-0.0307838,0.166034,0.0637041
1403715304012142848,0.0831275,-0.315555,1.03972,0.392567,-0.617648,-0.524528,-0.435056,-0.236971,0.207547,-0.0253111,-0.00222912,0.0208986,0.076597,-0.0313506,0.166419,0.0651424
1403715304062142976,0.0714972,-0.30573,1.03804,0.396551,-0.614047,-0.527833,-0.432533,-0.226788,0.185817,-0.0352752,-0.00223004,0.020897,0.0765988,-0.0317658,0.166902,0.0664619
1403715304112143104,0.0604062,-0.297047,1.03613,0.400701,-0.611696,-0.529453,-0.430054,-0.217622,0.162843,-0.0395618,-0.00223092,0.0208955,0.0766004,-0.0320816,0.167445,0.0676509
1403715304162142976,0.0499806,-0.28947,1.03431,0.404023,-0.609493,-0.530562,-0.428704,-0.200231,0.137394,-0.0352681,-0.00223175,0.020894,0.076602,-0.0323644,0.167977,0.0686865
1403715304212142848,0.0402292,-0.283243,1.03181,0.405447,-0.608635,-0.531948,-0.426858,-0.187671,0.113086,-0.0712514,-0.00223251,0.0208925,0.0766036,-0.0326714,0.168459,0.0695433
1403715304262142976,0.0310402,-0.278053,1.02871,0.405826,-0.608813,-0.533122,-0.424774,-0.178581,0.0961549,-0.060925,-0.0022332,0.020891,0.0766052,-0.0330347,0.168887,0.0702033
1403715304312143104,0.0223671,-0.273666,1.02534,0.405321,-0.609524,-0.534301,-0.422751,-0.166426,0.0770881,-0.0786643,-0.0022338,0.0208895,0.0766067,-0.0334643,0.169254,0.0706896
1403715304362142976,0.0142929,-0.270004,1.02144,0.404374,-0.610642,-0.534869,-0.421323,-0.157012,0.0645016,-0.0804573,-0.00223433,0.020888,0.0766082,-0.0339625,0.169576,0.0710555
1403715304412143104,0.00685289,-0.267298,1.01698,0.402854,-0.612043,-0.535314,-0.42018,-0.142169,0.0484534,-0.0862015,-0.00223478,0.0208864,0.0766098,-0.0345364,0.169841,0.0713755
1403715304462142976,0.000155759,-0.265225,1.01225,0.400907,-0.613257,-0.535297,-0.420294,-0.123324,0.0327086,-0.102065,-0.00223517,0.0208849,0.0766113,-0.0352098,0.170051,0.0717091
1403715304512142848,-0.00581789,-0.26371,1.00659,0.398135,-0.612834,-0.53549,-0.423288,-0.116472,0.0283371,-0.141617,-0.00223549,0.0208833,0.0766129,-0.0360071,0.170226,0.0721198
1403715304562142976,-0.011402,-0.262563,0.997802,0.395211,-0.613078,-0.535519,-0.425632,-0.10846,0.0209794,-0.203774,-0.00223575,0.0208817,0.0766144,-0.0369404,0.170362,0.072675
1403715304612143104,-0.0167017,-0.261671,0.986407,0.392711,-0.613285,-0.535196,-0.428048,-0.102676,0.0115435,-0.245357,-0.00223594,0.0208801,0.076616,-0.0380157,0.170465,0.073406
1403715304662142976,-0.0219565,-0.261378,0.973551,0.391978,-0.61364,-0.533586,-0.430215,-0.104784,-0.00178134,-0.269734,-0.00223607,0.0208784,0.0766176,-0.0392322,0.170565,0.0743138
1403715304712142848,-0.0271953,-0.261688,0.959924,0.390525,-0.614255,-0.53246,-0.43205,-0.103478,-0.0120878,-0.277883,-0.00223615,0.0208768,0.0766192,-0.0405861,0.170668,0.0753953
1403715304762142976,-0.0323181,-0.262385,0.946178,0.387753,-0.615178,-0.532239,-0.433503,-0.099929,-0.0200414,-0.251817,-0.00223616,0.0208753,0.0766208,-0.0420586,0.170747,0.0766181
1403715304812143104,-0.0375721,-0.263898,0.934076,0.386132,-0.616108,-0.531614,-0.434396,-0.106681,-0.0387802,-0.222145,-0.00223611,0.0208737,0.0766224,-0.0436117,0.170784,0.0779068
1403715304862142976,-0.0429234,-0.265803,0.924828,0.384093,-0.617333,-0.531393,-0.434734,-0.107749,-0.0392277,-0.147226,-0.00223599,0.0208722,0.0766239,-0.0451971,0.170746,0.0791603
1403715304912143104,-0.0483195,-0.267619,0.918863,0.382094,-0.618141,-0.531365,-0.435382,-0.107227,-0.0355705,-0.0858503,-0.0022358,0.0208708,0.0766254,-0.0467324,0.170616,0.0802652
1403715304962142976,-0.053841,-0.26962,0.916407,0.380784,-0.61939,-0.53129,-0.434845,-0.114282,-0.0446815,-0.020248,-0.00223554,0.0208694,0.0766268,-0.0481325,0.170365,0.0811258
1403715305012142848,-0.059666,-0.271948,0.917062,0.380092,-0.619858,-0.531165,-0.434937,-0.122335,-0.0509666,0.0374793,-0.00223523,0.020868,0.0766282,-0.0493205,0.170003,0.0816857
1403715305062142976,-0.0658603,-0.274561,0.919925,0.379969,-0.621092,-0.53088,-0.43363,-0.12499,-0.0520273,0.0860216,-0.0022349,0.0208666,0.0766297,-0.0502562,0.169559,0.0819302
1403715305112143104,-0.0723202,-0.277296,0.924919,0.380031,-0.621703,-0.530657,-0.432972,-0.135112,-0.0577158,0.108211,-0.00223455,0.0208652,0.0766311,-0.0509516,0.169049,0.0818688
1403715305162142976,-0.0790279,-0.280073,0.930497,0.379589,-0.622419,-0.531026,-0.431878,-0.132095,-0.0543167,0.106287,-0.00223422,0.0208637,0.0766325,-0.0514668,0.1685,0.0815456
1403715305212142848,-0.0855664,-0.282807,0.935416,0.379571,-0.623633,-0.531393,-0.429684,-0.128316,-0.0536882,0.0866239,-0.00223392,0.0208622,0.0766339,-0.0518953,0.167918,0.081043
1403715305262142976,-0.0918719,-0.285243,0.939835,0.379824,-0.624392,-0.531562,-0.428147,-0.122052,-0.0521805,0.0825975,-0.00223365,0.0208607,0.0766353,-0.0523456,0.16729,0.0804554
1403715305312143104,-0.0979332,-0.287788,0.943778,0.379415,-0.624192,-0.532551,-0.427573,-0.120718,-0.0497717,0.0730403,-0.00223341,0.0208591,0.0766367,-0.0529132,0.166621,0.0798743
1403715305362142976,-0.104043,-0.290215,0.947125,0.379881,-0.624783,-0.533187,-0.425497,-0.121812,-0.0427807,0.0748112,-0.00223318,0.0208575,0.0766381,-0.0536447,0.165918,0.0793796
1403715305412143104,-0.110026,-0.29243,0.950714,0.379475,-0.624079,-0.534667,-0.425036,-0.116904,-0.041111,0.0805494,-0.00223293,0.0208559,0.0766395,-0.0545432,0.165215,0.0790234
1403715305462142976,-0.11597,-0.294415,0.955554,0.380532,-0.622715,-0.535752,-0.424724,-0.119474,-0.0395752,0.121875,-0.00223264,0.0208542,0.0766409,-0.0555595,0.164556,0.0788483
1403715305512142848,-0.121664,-0.296517,0.963157,0.382676,-0.621382,-0.53631,-0.424045,-0.110169,-0.0448367,0.182091,-0.00223232,0.0208525,0.0766422,-0.0566024,0.163962,0.0788703
1403715305562142976,-0.127164,-0.298495,0.974008,0.383939,-0.619703,-0.537816,-0.423454,-0.109665,-0.0409204,0.234977,-0.00223193,0.0208509,0.0766435,-0.0575566,0.163431,0.0790495
